@relation noProbing_imputation

@attribute dataset_id numeric
@attribute AutoCorrelation numeric
@attribute CardinalityAtFour numeric
@attribute CardinalityAtThree numeric
@attribute CardinalityAtTwo numeric
@attribute Dimensionality numeric
@attribute MajorityClassPercentage numeric
@attribute MajorityClassSize numeric
@attribute MaxCardinalityOfNominalAttributes numeric
@attribute MaxCardinalityOfNumericAttributes numeric
@attribute MaxKurtosisOfNumericAtts numeric
@attribute MaxMeansOfNumericAtts numeric
@attribute MaxNominalAttDistinctValues numeric
@attribute MaxSkewnessOfNumericAtts numeric
@attribute MaxStdDevOfNumericAtts numeric
@attribute MeanCardinalityOfNominalAttributes numeric
@attribute MeanCardinalityOfNumericAttributes numeric
@attribute MeanKurtosisOfNumericAtts numeric
@attribute MeanMeansOfNumericAtts numeric
@attribute MeanNominalAttDistinctValues numeric
@attribute MeanSkewnessOfNumericAtts numeric
@attribute MeanStdDevOfNumericAtts numeric
@attribute MinCardinalityOfNominalAttributes numeric
@attribute MinCardinalityOfNumericAttributes numeric
@attribute MinKurtosisOfNumericAtts numeric
@attribute MinMeansOfNumericAtts numeric
@attribute MinNominalAttDistinctValues numeric
@attribute MinSkewnessOfNumericAtts numeric
@attribute MinStdDevOfNumericAtts numeric
@attribute MinorityClassPercentage numeric
@attribute MinorityClassSize numeric
@attribute NumberOfBinaryFeatures numeric
@attribute NumberOfClasses numeric
@attribute NumberOfFeatures numeric
@attribute NumberOfInstances numeric
@attribute NumberOfInstancesWithMissingValues numeric
@attribute NumberOfMissingValues numeric
@attribute NumberOfNumericFeatures numeric
@attribute NumberOfSymbolicFeatures numeric
@attribute PercentageOfBinaryFeatures numeric
@attribute PercentageOfInstancesWithMissingValues numeric
@attribute PercentageOfMissingValues numeric
@attribute PercentageOfNumericFeatures numeric
@attribute PercentageOfSymbolicFeatures numeric
@attribute Quartile1KurtosisOfNumericAtts numeric
@attribute Quartile1MeansOfNumericAtts numeric
@attribute Quartile1SkewnessOfNumericAtts numeric
@attribute Quartile1StdDevOfNumericAtts numeric
@attribute Quartile2KurtosisOfNumericAtts numeric
@attribute Quartile2MeansOfNumericAtts numeric
@attribute Quartile2SkewnessOfNumericAtts numeric
@attribute Quartile2StdDevOfNumericAtts numeric
@attribute Quartile3KurtosisOfNumericAtts numeric
@attribute Quartile3MeansOfNumericAtts numeric
@attribute Quartile3SkewnessOfNumericAtts numeric
@attribute Quartile3StdDevOfNumericAtts numeric
@attribute StdevCardinalityOfNominalAttributes numeric
@attribute StdevCardinalityOfNumericAttributes numeric
@attribute StdvNominalAttDistinctValues numeric
@attribute weka.classifiers.bayes.BayesNet numeric
@attribute weka.classifiers.bayes.NaiveBayes numeric
@attribute weka.classifiers.bayes.NaiveBayesMultinomial numeric
@attribute weka.classifiers.functions.Logistic numeric
@attribute weka.classifiers.functions.MultilayerPerceptron numeric
@attribute weka.classifiers.functions.SGD numeric
@attribute weka.classifiers.functions.SMO numeric
@attribute weka.classifiers.functions.SimpleLogistic numeric
@attribute weka.classifiers.functions.VotedPerceptron numeric
@attribute weka.classifiers.lazy.IBk numeric
@attribute weka.classifiers.lazy.KStar numeric
@attribute weka.classifiers.rules.DecisionTable numeric
@attribute weka.classifiers.rules.JRip numeric
@attribute weka.classifiers.rules.OneR numeric
@attribute weka.classifiers.rules.PART numeric
@attribute weka.classifiers.rules.ZeroR numeric
@attribute weka.classifiers.trees.DecisionStump numeric
@attribute weka.classifiers.trees.J48 numeric
@attribute weka.classifiers.trees.LMT numeric
@attribute weka.classifiers.trees.REPTree numeric
@attribute weka.classifiers.trees.RandomForest numeric
@attribute weka.classifiers.trees.RandomTree numeric

@data
38,0.886502,2363021388,16185078,69167,0.007953,0.938759,3541,5,287,238.181462,110.469649,5,13.882653,35.604248,2.086957,152.857143,51.413135,46.43669,2.086957,3.569192,19.053878,1,0,4.073471,0.995,1,1.232674,0.195457,0.061241,231,21,2,30,3772,3772,6064,7,23,0.7,1,0.053588,0.233333,0.766667,5.982197,1.758875,1.258947,0.66944,8.871304,28.411323,1.538153,22.303214,90.942488,108.856921,4.937524,33.718335,0.668312,105.178307,0.668312,97.183348,92.612932,0,96.687334,96.59876,96.138175,93.976971,96.59876,93.658105,95.394154,95.74845,97.466785,97.998229,96.173605,98.458813,93.976971,96.457042,98.937112,98.795394,98.759965,98.210806,97.325066
39,0.979104,31026996,492492,6396,0.02381,0.425595,143,8,82,336,0.501488,8,18.330303,0.215751,8,51.857143,51.976031,0.499566,8,3.605501,0.143729,8,2,-1.044754,0.495476,8,-0.165956,0.027277,0.005952,2,0,8,8,336,0,0,7,1,0,0,0,0.875,0.125,-0.938214,0.499732,0.062867,0.088495,0.259415,0.50003,0.41422,0.148157,29.079409,0.500179,5.559348,0.209411,0,35.049625,0,80.212766,83.829787,43.617021,83.829787,81.914894,0,85.957447,85.106383,0,80,79.787234,77.446809,81.276596,65.744681,81.489362,43.617021,66.595745,80,85.106383,79.574468,83.404255,76.595745
40,0.995169,1835993952,8912592,43056,0.293269,0.533654,111,2,208,20.736121,0.702155,2,3.401697,0.264121,2,187.6,2.276777,0.281321,2,0.96722,0.142238,2,109,-1.210104,0.006507,2,-0.788909,0.005031,0.466346,97,1,2,61,208,0,0,60,1,0.016393,0,0,0.983607,0.016393,-0.552121,0.05242,0.449359,0.040453,0.848534,0.261763,0.940069,0.146295,3.607024,0.433585,1.693278,0.237218,0,28.122733,0,71.333333,67.333333,66.666667,72.666667,83,75.666667,76,70,66.666667,87,85.333333,66.666667,71,62,76,53.333333,70.333333,69.333333,74.333333,69.666667,81,71.333333
41,0.262911,480724244,3614468,25454,0.046729,0.35514,76,6,178,54.689699,72.650935,6,6.551648,1.442408,6,104.333333,9.908544,11.265852,6,1.652594,0.689541,6,32,-0.410319,0.057009,6,-1.152559,0.003037,0.042056,9,0,6,10,214,0,0,9,1,0,0,0,0.9,0.1,2.361292,0.336051,-0.138133,0.297329,3.052232,1.518365,1.625431,0.652192,9.611531,11.182407,2.731739,1.119879,0,51.456292,0,68,49.090909,50.181818,59.636364,67.272727,0,60.727273,63.272727,0,66.545455,71.636364,65.818182,67.272727,55.636364,62.909091,38.181818,48.363636,61.818182,65.090909,64.727273,77.454545,63.636364
42,0.945748,2128,532,133,0.052709,0.1347,92,19,?,?,?,19,?,?,3.277778,?,?,?,3.277778,?,?,2,?,?,?,2,?,?,0.011713,8,16,19,36,683,121,2337,0,36,0.444444,0.17716,0.095046,0,1,?,?,?,?,?,?,?,?,?,?,?,?,2.884551,?,2.884551,92.307692,91.868132,0,92.087912,92.967033,0,93.516484,93.846154,0,90.879121,88.681319,82.527473,90.659341,43.186813,91.428571,14.285714,30.43956,90.769231,93.846154,84.615385,93.516484,82.417582
43,0.786885,36456,18228,1519,0.013072,0.735294,225,12,49,11.730877,52.457516,12,2.983823,10.803452,7,40,5.570742,28.24183,7,1.565164,8.996553,2,31,-0.589393,4.026144,2,0.146505,7.189654,0.264706,81,1,2,4,306,0,0,2,2,0.25,0,0,0.5,0.5,-0.589393,4.026144,0.146505,7.189654,5.570742,28.24183,1.565164,8.996553,11.730877,52.457516,2.983823,10.803452,7.071068,12.727922,7.071068,73.258427,76.179775,0,75.730337,70.337079,72.134831,72.134831,74.382022,74.606742,67.191011,72.58427,73.258427,71.910112,75.505618,68.089888,74.157303,74.606742,74.606742,73.932584,71.685393,67.640449,65.842697
44,0.999783,1227171729116,1914464476,2083204,0.012606,0.605955,2788,2,2161,1480.64205,283.289285,2,31.062064,606.347851,2,264.807018,241.170019,6.15077,2,11.186639,15.193998,2,38,5.257394,0.005444,2,1.591674,0.076274,0.394045,1813,1,2,58,4601,0,0,57,1,0.017241,0,0,0.982759,0.017241,50.655931,0.064794,5.850723,0.316958,127.376529,0.102852,9.724848,0.444055,299.072373,0.244131,13.646188,0.843745,0,312.164474,0,90.617284,79.433551,79.433551,93.159041,87.988381,92.824982,90.60276,93.159041,48.700073,89.7313,90.355846,90.326797,92.781409,100,93.609296,60.63907,79.157589,93.260712,93.493101,92.287582,95.846042,91.111111
46,0.999373,572040,114408,19068,0.019436,0.518809,1655,3178,0,0,0,3178,0,0,55.935484,0,0,0,55.935484,0,0,3,0,0,0,3,0,0,0.240439,767,0,3,62,3190,0,0,0,62,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,403.002985,0,403.002985,95.403987,95.21511,0,89.422875,0,0,92.633788,95.760756,0,73.305352,78.069255,77.040923,94.858342,24.32319,91.605456,51.941238,62.371459,93.934942,95.67681,52.298006,92.612802,70.975866
48,0.926667,89700,29900,1196,0.039735,0.344371,52,3,46,-0.347474,27.86755,3,0.870167,12.893758,2.333333,32.333333,-0.667683,16.538631,2.333333,0.453387,8.914484,2,25,-1.154209,8.10596,2,-0.008313,6.825779,0.324503,49,2,3,6,151,0,0,3,3,0.333333,0,0,0.5,0.5,-1.154209,8.10596,-0.008313,6.825779,-0.501366,13.642384,0.498306,7.023914,-0.347474,27.86755,0.870167,12.893758,0.57735,11.846237,0.57735,47.804878,52.195122,0,53.658537,53.170732,0,56.585366,54.146341,0,60.97561,59.512195,46.341463,39.512195,43.902439,55.121951,34.146341,36.097561,53.658537,54.146341,47.317073,59.02439,62.926829
49,0.536424,27788488,677768,13832,0.046205,0.544554,165,4,152,4.505423,246.264026,4,1.26972,51.830751,2.625,62.833333,1.108898,97.269182,2.625,0.595246,17.242572,2,4,-0.542167,0.674497,2,-0.53741,0.938202,0.455446,138,3,2,14,303,7,7,6,8,0.214286,0.023102,0.00165,0.428571,0.571429,-0.182019,0.948327,-0.2862,1.105357,0.588143,92.99505,0.928585,13.310122,2.308216,173.801155,1.205773,30.136559,0.744024,51.758735,0.744024,83.181818,83.181818,0,86.818182,80.227273,0,87.045455,85.909091,0,74.318182,76.363636,78.181818,80.681818,76.363636,77.5,54.545455,76.363636,78.181818,85.909091,78.181818,83.181818,75.454545
50,0.998955,81,27,9,0.010438,0.653445,626,3,?,?,?,3,?,?,2.9,?,?,?,2.9,?,?,2,?,?,?,2,?,?,0.346555,332,1,2,10,958,0,0,0,10,0.1,0,0,0,1,?,?,?,?,?,?,?,?,?,?,?,?,0.316228,?,0.316228,69.014085,69.014085,0,97.746479,96.690141,98.521127,98.521127,98.239437,80.422535,98.450704,95.84507,73.732394,96.971831,69.929577,92.605634,65.492958,69.929577,84.788732,98.239437,80.985915,94.084507,79.507042
51,0.996587,12796614,412794,10863,0.047619,0.639456,188,4,153,4.57847,250.848708,4,1.548824,67.657711,2.625,50.666667,1.295435,95.162434,2.625,0.66986,19.599081,2,1,-0.589819,0,2,-0.284261,0,0.360544,106,3,2,14,294,293,782,6,8,0.214286,0.996599,0.18999,0.428571,0.571429,-0.546178,0.439541,-0.18559,0.681486,0.810318,90.205074,0.73827,12.71919,3.379606,167.059447,1.491105,34.60674,0.744024,55.773351,0.744024,84.941176,85.411765,0,82.117647,79.294118,0,80.235294,80.941176,0,79.529412,79.294118,82.352941,81.882353,78.588235,79.058824,64.705882,78.823529,78.823529,80.941176,79.058824,81.176471,69.411765
52,0.888889,640,160,40,3.3,0.5,5,8,?,?,?,8,?,?,2.393939,?,?,?,2.393939,?,?,1,?,?,?,1,?,?,0.5,5,18,2,33,10,7,51,0,33,0.545455,0.7,0.154545,0,1,?,?,?,?,?,?,?,?,?,?,?,?,1.39058,?,1.39058,80,90,0,60,80,80,80,50,80,60,40,80,80,100,90,50,60,90,50,50,60,50
53,0.494424,24973920,609120,12960,0.051852,0.555556,150,2,144,4.895599,249.659259,2,1.991971,51.686237,2,29.538462,0.115145,46.03604,2,0.426963,8.439217,2,2,-2.005358,0.148148,2,-0.878767,0.355906,0.444444,120,1,2,14,270,0,0,13,1,0.071429,0,0,0.928571,0.071429,-1.452479,0.674074,-0.345676,0.542671,-0.296548,1.585185,0.543151,0.997891,1.341207,92.888889,1.196806,13.485337,0,43.756172,0,83.544304,85.316456,78.481013,85.316456,85.063291,86.075949,85.822785,84.050633,66.582278,76.962025,75.696203,81.265823,81.518987,72.911392,80.759494,55.696203,72.911392,79.493671,84.050633,80.506329,84.303797,75.696203
54,0.257988,1064334128,8124688,60632,0.022459,0.257683,218,4,424,58.375455,439.911348,4,6.778394,176.692614,4,79.444444,5.153141,117.634949,4,1.041578,22.770839,4,13,-0.978471,6.377069,4,-0.226341,2.592138,0.235225,199,0,4,19,846,0,0,18,1,0,0,0,0.947368,0.052632,-0.780932,35.84604,0.254405,6.168387,-0.441655,87.88357,0.498243,8.061363,0.164161,178.183806,0.789303,31.68275,0,96.377458,0,61.129032,44.112903,42.580645,80.483871,81.532258,0,73.548387,78.870968,0,70.16129,68.548387,64.112903,69.193548,53.064516,70.645161,25.806452,40.725806,72.177419,82.258065,70.725806,74.516129,68.709677
55,0.655844,15031632,341628,6972,0.129032,0.793548,123,2,84,14.017483,105.325397,2,3.178566,89.65089,2,53.833333,4.488058,49.919415,2,1.281911,29.743965,2,29,-0.534936,1.427517,2,-0.121996,0.651523,0.206452,32,14,2,20,155,75,167,6,14,0.7,0.483871,0.053871,0.3,0.7,-0.213437,3.219829,-0.013712,1.071993,1.657073,51.526136,0.860301,17.720561,11.182814,90.751879,2.963576,61.043804,0,24.045097,0,82.325581,80.465116,0,81.395349,79.534884,84.186047,84.186047,84.651163,80,82.325581,79.534884,80.465116,78.604651,79.534884,75.813953,81.395349,77.674419,77.674419,84.651163,77.209302,82.325581,79.069767
56,0.576037,16,8,4,0.03908,0.613793,267,2,?,?,?,2,?,?,2,?,?,?,2,?,?,2,?,?,?,2,?,?,0.386207,168,17,2,17,435,203,392,0,17,1,0.466667,0.053009,0,1,?,?,?,?,?,?,?,?,?,?,?,?,0,?,0,89.0625,89.0625,0,95,93.75,95.3125,96.25,95.78125,93.59375,91.875,92.8125,95,95.625,95.9375,95.3125,61.71875,95.9375,95.3125,95.625,95.46875,96.5625,92.65625
57,0.856272,2363021388,16185078,69167,0.007953,0.922853,3481,5,287,238.181462,110.469649,5,13.882653,35.604248,2.173913,152.857143,51.413135,46.43669,2.173913,3.569192,19.053878,1,0,4.073471,0.995,1,1.232674,0.195457,0.00053,2,20,4,30,3772,3772,6064,7,23,0.666667,1,0.053588,0.233333,0.766667,5.982197,1.758875,1.258947,0.66944,8.871304,28.411323,1.538153,22.303214,90.942488,108.856921,4.937524,33.718335,0.777652,105.178307,0.777652,98.492908,95.585106,0,96.631206,94.343972,0,93.652482,96.648936,0,91.524823,94.98227,98.882979,99.131206,96.187943,99.539007,92.464539,95.336879,99.414894,99.397163,99.397163,99.184397,98.067376
59,0.28,5799502800,21479640,78680,0.099715,0.641026,225,2,281,4.438265,0.891738,2,0.112646,0.652828,2,239.647059,0.361128,0.247697,2,-0.584474,0.510421,2,1,-0.670922,-0.071187,2,-2.532392,0,0.358974,126,1,2,35,351,0,0,34,1,0.028571,0,0,0.971429,0.028571,-0.205878,0.006222,-0.883669,0.494277,0.008104,0.25902,-0.60607,0.517185,0.619102,0.397301,0.018071,0.572584,0,62.639363,0,89.019608,82.745098,0,87.058824,87.45098,85.490196,87.058824,87.45098,84.509804,86.862745,82.745098,87.45098,88.627451,84.705882,88.235294,64.705882,82.745098,90,89.803922,88.235294,93.529412,87.647059
60,0.332066,526882215024,645688989,790317,0.0082,0.3384,1692,3,891,0.150608,3.322468,3,0.272037,2.032674,3,625.575,-0.196417,0.899488,3,0.035468,1.271116,3,512,-0.679052,-0.025552,3,-0.272031,0.976453,0.3306,1653,0,3,41,5000,0,0,40,1,0,0,0,0.97561,0.02439,-0.484952,-0.000989,-0.02426,0.999687,-0.051227,0.031811,0.016415,1.01387,0.019352,2.00251,0.084593,1.657087,0,124.940168,0,80.361204,79.799331,0,86.568562,83.22408,0,85.886288,86.327759,0,73.939799,73.110368,74.100334,78.662207,53.498328,77.712375,33.846154,56.548495,75.518395,86.327759,76.120401,85.043478,71.545151
61,0.986577,761530,34615,1505,0.033333,0.333333,50,3,43,0.290781,5.843333,3,0.334053,1.76442,3,30.75,-0.750739,3.463667,3,0.067376,0.94731,3,22,-1.401921,1.198667,3,-0.274464,0.433594,0.333333,50,0,3,5,150,0,0,4,1,0,0,0,0.8,0.2,-1.386379,1.6625,-0.232097,0.515986,-0.945909,3.406333,0.104957,0.795613,0.08007,5.322167,0.329267,1.530332,0,10.078856,0,94.761905,94.761905,95.238095,96.190476,97.142857,0,95.714286,95.238095,0,95.238095,94.285714,94.761905,94.285714,94.761905,95.238095,33.333333,66.666667,95.714286,95.714286,94.761905,95.238095,94.761905
62,0.35,8400,4200,700,0.178218,0.405941,41,100,6,-0.59863,2.841584,100,0.139427,2.033385,8.058824,6,-0.59863,2.841584,8.058824,0.139427,2.033385,2,6,-0.59863,2.841584,2,0.139427,2.033385,0.039604,4,15,7,18,101,0,0,1,17,0.833333,0,0,0.055556,0.944444,-0.59863,2.841584,0.139427,2.033385,-0.59863,2.841584,0.139427,2.033385,-0.59863,2.841584,0.139427,2.033385,23.723592,0,23.723592,91.304348,93.043478,0,87.826087,93.913043,0,94.782609,91.304348,0,94.782609,94.782609,90.434783,88.695652,49.565217,93.043478,47.826087,69.565217,92.173913,91.304348,47.826087,94.782609,64.347826
149,0.827208,46673751397000,66676787710,33709195,0.00005,0.449699,654548,10,5827,18.566862,12.008598,10,3.295337,3.134462,2.333333,726.636364,4.185433,2.04953,2.333333,0.272365,0.565621,1,1,-1.44483,0,1,-2.666127,0,0.000001,2,44,10,73,1455525,0,0,22,51,0.60274,0,0,0.30137,0.69863,-0.019349,0.137902,-1.113816,0,3.439742,0.418913,0.31902,0.104624,7.659752,1.168602,1.97821,0.539638,1.25963,1701.371171,1.25963,29.162434,5.954847,0,0,0,0,0,0,0,0,0,0,0,56.667827,0,44.970754,46.235165,97.296895,0,96.361034,93.60585,83.308859
150,0.950614,46673751397000,66676787710,33709195,0.000095,0.487599,283301,7,5827,5.250285,0.879208,7,1.790247,0.310871,2.111111,1591.6,1.232897,0.455473,2.111111,0.278605,0.152946,2,67,-1.220239,0.192862,2,-1.181149,0.075317,0.004728,2747,44,7,55,581012,0,0,10,45,0.8,0,0,0.181818,0.818182,0.202908,0.26048,-0.878963,0.098502,1.057717,0.381298,0.558154,0.145375,1.923192,0.629656,1.177489,0.193228,0.745356,2286.949506,0.745356,68.3369,65.335552,0,72.461287,0,0,0,72.419519,0,0,0,0,0,67.264924,0,48.761582,48.761582,93.914455,0,91.973723,95.190338,88.239479
151,0.853303,232748998794792,81781095852,21532674,0.000199,0.575455,26075,7,5266,7047.774288,0.500526,7,78.687007,0.340308,4.5,2694,1029.170541,0.344182,4.5,12.618113,0.160418,2,48,-1.318137,0.003467,2,-0.165815,0.010213,0.424545,19237,1,2,9,45312,0,0,7,2,0.111111,0,0,0.777778,0.222222,-1.201042,0.057868,-0.097739,0.039991,-0.086574,0.425418,0.159533,0.153373,158.527419,0.5,9.073262,0.294756,3.535534,1851.639904,3.535534,74.371275,73.008609,0,76.119491,78.441616,75.909057,75.866382,76.067986,74.851004,78.69031,86.243838,79.534986,84.321978,75.828122,83.789272,57.545434,75.714811,89.682878,89.987492,87.162093,91.685674,87.270988
152,0.49994,160033101017458540000000,253067574070143008,400166940600,0.000011,0.500007,500007,2,632655,-1.199121,0.50058,2,0.000491,0.288815,2,632144.1,-1.200302,0.500042,2,-0.000596,0.288703,2,631434,-1.201393,0.4998,2,-0.002658,0.288563,0.499993,499993,0,2,11,1000000,0,0,10,1,0,0,0,0.909091,0.090909,-1.200969,0.499863,-0.000938,0.288649,-1.200481,0.500012,-0.000507,0.288694,-1.199497,0.500137,-0.000051,0.288771,0,364.696967,0,69.571829,69.697097,65.424454,69.705897,69.509228,0,0,69.711097,0,0,0,64.898182,65.780391,54.910482,68.406017,50.000833,59.667463,67.585876,69.733297,66.728201,69.039424,60.797475
153,0.500246,160033101017458540000000,253067574070143008,400166940600,0.000011,0.500166,500166,2,632655,-1.199121,0.50058,2,0.000491,0.288815,2,632144.1,-1.200302,0.500042,2,-0.000596,0.288703,2,631434,-1.201393,0.4998,2,-0.002658,0.288563,0.499834,499834,0,2,11,1000000,0,0,10,1,0,0,0,0.909091,0.090909,-1.200969,0.499863,-0.000938,0.288649,-1.200481,0.500012,-0.000507,0.288694,-1.199497,0.500137,-0.000051,0.288771,0,364.696967,0,90.37377,90.853975,65.33752,91.033444,91.01571,0,0,91.040444,0,0,0,75.705157,0,59.258059,87.043004,50.0165,63.725637,85.135718,0,85.01585,89.520029,80.99041
154,0.100347,80,40,20,0.000025,0.100824,100824,10,0,0,0,10,0,0,2.32,0,0,0,2.32,0,0,2,0,0,0,2,0,0,0.099427,99427,24,10,25,1000000,0,0,0,25,0.96,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.6,0,1.6,54.92988,54.930013,0,55.223361,60.204677,0,0,55.351168,0,0,0,61.806357,0,18.055836,0,10.082504,18.055836,61.985966,0,61.382602,67.493841,58.702935
155,0.745363,26364,2197,169,0.000013,0.501116,415526,10,13,1.315038,11.385761,10,1.24307,2.37474,5,12.6,0.246195,6.999602,5,0.00259,2.068599,4,12,-0.650237,2.613158,4,-1.235112,1.741114,0.000002,2,0,10,11,829201,0,0,5,6,0,0,0,0.454545,0.545455,-0.506989,3.700811,-0.844437,1.742339,-0.358928,6.999647,0.002513,2.241713,1.301941,10.29837,0.849656,2.308303,2.44949,0.547723,2.44949,62.649037,59.334987,0,56.743438,92.941985,0,0,56.632643,0,0,0,94.895536,0,56.375353,99.797706,50.113569,53.334834,99.782188,0,99.145477,99.090803,90.020382
156,0.227103,214199835872462700000000,316818201933247300,466855876746,0.000011,0.300096,300096,5,685881,0.481632,0.590298,5,0.261963,0.365665,5,668151.1,0.151563,0.49839,5,-0.032679,0.334872,5,644592,-0.239009,0.391551,5,-0.345512,0.298869,0.092713,92713,0,5,11,1000000,0,0,10,1,0,0,0,0.909091,0.090909,-0.079926,0.472383,-0.211591,0.3198,0.200102,0.504275,0.008757,0.338009,0.399273,0.52474,0.088001,0.348836,0,14147.327368,0,62.997013,51.197499,0,46.295768,75.425478,0,52.114323,46.285834,0,0,0,60.013334,0,40.39041,0,30.0098,36.907518,89.576789,0,89.547721,93.081549,88.194285
157,0.227103,218657514716892500000000,321423763104043520,472359688542,0.000011,0.300096,300096,5,692166,0.391041,0.584867,5,0.284897,0.358912,5,671861.4,0.10417,0.49511,5,-0.032198,0.337515,5,646053,-0.193363,0.389402,5,-0.416018,0.30367,0.092713,92713,0,5,11,1000000,0,0,10,1,0,0,0,0.909091,0.090909,-0.071052,0.467039,-0.149631,0.323964,0.022237,0.508885,-0.002739,0.344888,0.378237,0.519448,0.068072,0.349889,0,13951.959036,0,58.185218,51.820715,0,47.489466,69.970266,0,52.059122,47.489266,0,0,0,57.110723,0,40.030267,0,30.0098,37.238793,81.350369,0,81.518907,87.24466,80.006133
158,0.227103,218897492899789620000000,321774162958341760,472933012373,0.000011,0.300096,300096,5,692371,0.393115,0.583408,5,0.286493,0.359092,5,672219.4,0.105693,0.49684,5,-0.027748,0.338278,5,645772,-0.202541,0.401026,5,-0.414624,0.303593,0.092713,92713,0,5,11,1000000,0,0,10,1,0,0,0,0.909091,0.090909,-0.06885,0.467627,-0.152046,0.324049,0.024404,0.509378,-0.002671,0.345215,0.375147,0.520152,0.078042,0.350083,0,14007.741718,0,58.039081,52.194992,0,47.951679,71.413371,0,52.89361,47.951279,0,0,0,57.076522,0,40.132004,0,30.0098,37.24546,84.849529,0,84.910864,90.114136,83.469026
159,0.227103,226986043152096940000000,328992934409119810,476703250069,0.000011,0.300096,300096,5,690467,-0.048568,0.503114,5,0.00342,0.344586,5,689874.5,-0.064457,0.501164,5,-0.003893,0.344225,5,689236,-0.087403,0.50002,5,-0.016371,0.34343,0.092713,92713,0,5,11,1000000,0,0,10,1,0,0,0,0.909091,0.090909,-0.077576,0.500421,-0.007027,0.344059,-0.060916,0.500962,-0.003452,0.344345,-0.054261,0.501781,0.00013,0.344441,0,390.780203,0,28.259087,29.006507,0,30.0098,29.548121,0,30.0098,30.0098,0,0,0,29.974199,30.009334,26.2631,0,30.0098,30.0098,33.988506,0,33.951505,48.209686,34.461919
160,0.227103,226914907763291900000000,329081572879444100,476790924498,0.000011,0.300096,300096,5,690627,-0.037205,0.521026,5,0.005192,0.346568,5,689594.6,-0.058275,0.510035,5,-0.022868,0.34413,5,688895,-0.073414,0.503193,5,-0.058554,0.342439,0.092713,92713,0,5,11,1000000,0,0,10,1,0,0,0,0.909091,0.090909,-0.067427,0.504864,-0.037405,0.343083,-0.058102,0.507942,-0.021247,0.34416,-0.053116,0.514673,-0.005488,0.344925,0,598.729247,0,30.295541,30.63995,0,30.537414,31.568642,0,30.0098,30.561948,0,0,0,46.601576,0,26.477506,0,30.0098,30.0098,55.63455,0,57.366263,71.003027,55.75822
161,0.533792,30103316386003728,15051658193001864,60977633976,0.000004,0.614342,614342,2,246969,-1.195163,5.003157,2,0.000103,2.885893,2,246904,-1.197395,5.001533,2,-0.000668,2.884093,2,246839,-1.199963,4.999006,2,-0.001063,2.882566,0.385658,385658,1,2,4,1000000,0,0,3,1,0.25,0,0,0.75,0.25,-1.199963,4.999006,-0.001063,2.882566,-1.197059,5.002435,-0.001043,2.883818,-1.195163,5.003157,0.000103,2.885893,0,65,0,83.974706,84.060974,67.157405,84.201309,84.109374,84.209575,84.208042,84.198909,83.886906,0,0,84.155708,0,76.480698,84.037574,61.434281,68.279549,84.337577,84.290776,86.475465,88.71382,88.280349
162,0.532982,30142836741563052,15071418370781526,61030983858,0.000004,0.614332,614332,2,247078,-1.195187,5.003094,2,0.000128,2.885875,2,247012,-1.1974,5.001529,2,-0.000662,2.884084,2,246947,-1.199974,4.999026,2,-0.001062,2.882594,0.385668,385668,1,2,4,1000000,0,0,3,1,0.25,0,0,0.75,0.25,-1.199974,4.999026,-0.001062,2.882594,-1.197038,5.002469,-0.001052,2.883783,-1.195187,5.003094,0.000128,2.885875,0,65.505725,0,83.96364,84.041374,67.195139,84.184775,84.163308,84.104441,84.192442,84.182642,83.892772,0,0,84.133108,0,76.516032,84.068641,61.433281,68.466018,84.366977,84.366577,86.422931,88.71282,88.278416
163,0.935484,144,48,16,1.78125,0.40625,13,4,?,?,?,4,?,?,2.807018,?,?,?,2.807018,?,?,2,?,?,?,2,?,?,0.28125,9,13,3,57,32,5,5,0,57,0.22807,0.15625,0.002741,0,1,?,?,?,?,?,?,?,?,?,?,?,?,0.479531,?,0.479531,52,52,0,52,48,0,48,64,0,36,36,44,48,36,48,40,60,48,64,40,48,44
164,0.990476,6784,1696,424,0.556604,0.5,53,106,?,?,?,106,?,?,5.694915,?,?,?,5.694915,?,?,2,?,?,?,2,?,?,0.5,53,1,2,59,106,0,0,0,59,0.016949,0,0,0,1,?,?,?,?,?,?,?,?,?,?,?,?,13.286309,?,13.286309,95,94.285714,0,92.142857,94.285714,93.571429,90.714286,94.285714,81.428571,80.714286,83.571429,77.142857,76.428571,50,81.428571,50,77.142857,80.714286,94.285714,50,94.285714,61.428571
171,0.097633,567,189,63,0.053097,0.247788,84,21,?,?,?,21,?,?,3.222222,?,?,?,3.222222,?,?,2,?,?,?,2,?,?,0.00295,1,14,21,18,339,207,225,0,18,0.777778,0.610619,0.036873,0,1,?,?,?,?,?,?,?,?,?,?,?,?,4.453096,?,4.453096,48.433735,50.60241,0,42.409639,42.891566,0,48.674699,48.915663,0,41.204819,39.759036,44.578313,44.096386,28.915663,42.650602,28.915663,32.771084,44.096386,48.915663,43.614458,43.855422,40.481928
