@relation all_all_all_all-standard_config_performanceValues-weka.filters.unsupervised.attribute.Remove-R1

@attribute AutoCorrelation numeric
@attribute CardinalityAtFour numeric
@attribute CardinalityAtThree numeric
@attribute CardinalityAtTwo numeric
@attribute CfsSubsetEval_DecisionStumpAUC numeric
@attribute CfsSubsetEval_DecisionStumpErrRate numeric
@attribute CfsSubsetEval_DecisionStumpKappa numeric
@attribute CfsSubsetEval_NaiveBayesAUC numeric
@attribute CfsSubsetEval_NaiveBayesErrRate numeric
@attribute CfsSubsetEval_NaiveBayesKappa numeric
@attribute CfsSubsetEval_kNN1NAUC numeric
@attribute CfsSubsetEval_kNN1NErrRate numeric
@attribute CfsSubsetEval_kNN1NKappa numeric
@attribute DecisionStumpAUC numeric
@attribute DecisionStumpErrRate numeric
@attribute DecisionStumpKappa numeric
@attribute Dimensionality numeric
@attribute J48.00001.AUC numeric
@attribute J48.00001.ErrRate numeric
@attribute J48.00001.Kappa numeric
@attribute J48.0001.AUC numeric
@attribute J48.0001.ErrRate numeric
@attribute J48.0001.Kappa numeric
@attribute J48.001.AUC numeric
@attribute J48.001.ErrRate numeric
@attribute J48.001.Kappa numeric
@attribute MajorityClassPercentage numeric
@attribute MajorityClassSize numeric
@attribute MaxCardinalityOfNominalAttributes numeric
@attribute MaxCardinalityOfNumericAttributes numeric
@attribute MaxKurtosisOfNumericAtts numeric
@attribute MaxMeansOfNumericAtts numeric
@attribute MaxNominalAttDistinctValues numeric
@attribute MaxSkewnessOfNumericAtts numeric
@attribute MaxStdDevOfNumericAtts numeric
@attribute MeanCardinalityOfNominalAttributes numeric
@attribute MeanCardinalityOfNumericAttributes numeric
@attribute MeanKurtosisOfNumericAtts numeric
@attribute MeanMeansOfNumericAtts numeric
@attribute MeanNominalAttDistinctValues numeric
@attribute MeanSkewnessOfNumericAtts numeric
@attribute MeanStdDevOfNumericAtts numeric
@attribute MinCardinalityOfNominalAttributes numeric
@attribute MinCardinalityOfNumericAttributes numeric
@attribute MinKurtosisOfNumericAtts numeric
@attribute MinMeansOfNumericAtts numeric
@attribute MinNominalAttDistinctValues numeric
@attribute MinSkewnessOfNumericAtts numeric
@attribute MinStdDevOfNumericAtts numeric
@attribute MinorityClassPercentage numeric
@attribute MinorityClassSize numeric
@attribute NaiveBayesAUC numeric
@attribute NaiveBayesErrRate numeric
@attribute NaiveBayesKappa numeric
@attribute NumberOfBinaryFeatures numeric
@attribute NumberOfClasses numeric
@attribute NumberOfFeatures numeric
@attribute NumberOfInstances numeric
@attribute NumberOfInstancesWithMissingValues numeric
@attribute NumberOfMissingValues numeric
@attribute NumberOfNumericFeatures numeric
@attribute NumberOfSymbolicFeatures numeric
@attribute PercentageOfBinaryFeatures numeric
@attribute PercentageOfInstancesWithMissingValues numeric
@attribute PercentageOfMissingValues numeric
@attribute PercentageOfNumericFeatures numeric
@attribute PercentageOfSymbolicFeatures numeric
@attribute Quartile1KurtosisOfNumericAtts numeric
@attribute Quartile1MeansOfNumericAtts numeric
@attribute Quartile1SkewnessOfNumericAtts numeric
@attribute Quartile1StdDevOfNumericAtts numeric
@attribute Quartile2KurtosisOfNumericAtts numeric
@attribute Quartile2MeansOfNumericAtts numeric
@attribute Quartile2SkewnessOfNumericAtts numeric
@attribute Quartile2StdDevOfNumericAtts numeric
@attribute Quartile3KurtosisOfNumericAtts numeric
@attribute Quartile3MeansOfNumericAtts numeric
@attribute Quartile3SkewnessOfNumericAtts numeric
@attribute Quartile3StdDevOfNumericAtts numeric
@attribute REPTreeDepth1AUC numeric
@attribute REPTreeDepth1ErrRate numeric
@attribute REPTreeDepth1Kappa numeric
@attribute REPTreeDepth2AUC numeric
@attribute REPTreeDepth2ErrRate numeric
@attribute REPTreeDepth2Kappa numeric
@attribute REPTreeDepth3AUC numeric
@attribute REPTreeDepth3ErrRate numeric
@attribute REPTreeDepth3Kappa numeric
@attribute RandomTreeDepth1AUC numeric
@attribute RandomTreeDepth1ErrRate numeric
@attribute RandomTreeDepth1Kappa numeric
@attribute RandomTreeDepth2AUC numeric
@attribute RandomTreeDepth2ErrRate numeric
@attribute RandomTreeDepth2Kappa numeric
@attribute RandomTreeDepth3AUC numeric
@attribute RandomTreeDepth3ErrRate numeric
@attribute RandomTreeDepth3Kappa numeric
@attribute StdevCardinalityOfNominalAttributes numeric
@attribute StdevCardinalityOfNumericAttributes numeric
@attribute StdvNominalAttDistinctValues numeric
@attribute kNN1NAUC numeric
@attribute kNN1NErrRate numeric
@attribute kNN1NKappa numeric
@attribute weka.classifiers.lazy.IBk numeric

@data
0.884952,699370781580,771932430,843642,0.909767,0.061549,0,0.996897,0.026537,0.806249,0.942805,0.011671,0.898546,0.909767,0.061549,0,0.007572,0.953651,0.011046,0.902693,0.953111,0.009309,0.91786,0.972431,0.0091,0.920932,0.938451,13509,2,919,14395,878.698159,2,119.979165,309.829995,2,82.398148,784.380448,84.199059,2,15.047171,28.352242,2,1,-1.96289,0,2,-1.175672,0,0.061549,886,0.996766,0.024731,0.817488,1,2,109,14395,0,0,108,1,0.009174,0,0,0.990826,0.009174,5.603229,0.003317,2.653501,0.057496,38.791078,0.02282,6.386367,0.149336,283.002192,0.100712,16.880843,0.300958,0.499981,0.061549,0,0.960637,0.019868,0.834977,0.963308,0.014519,0.874517,0.748568,0.061549,0,0.819593,0.061966,0.044306,0.884015,0.058493,0.142967,0,215.87955,0,0.961077,0.011115,0.905185,98.957126
0.100952,4294967296,16777216,65536,0.657346,0.792676,0.111511,0.960907,0.2203,0.754981,0.93619,0.114764,0.87238,0.657346,0.792676,0.111511,0.226355,0.874567,0.278835,0.689906,0.869412,0.279123,0.689588,0.866278,0.280565,0.68802,0.110438,383,10,256,3468,137.572376,10,58.889727,113.782807,10,121.483418,410.263087,33.461681,10,11.136685,49.106473,10,1,-1.826692,0,10,-0.195386,0,0.09083,315,0.926569,0.290081,0.677218,0,10,785,3468,0,0,784,1,0,0,0,0.998726,0.001274,-1.189704,0.101427,0.780893,3.77644,8.83661,6.967849,3.176996,36.701749,182.825852,68.907512,13.090694,101.192807,0.657129,0.798155,0.104926,0.767783,0.667532,0.256802,0.831763,0.535467,0.404048,0.646699,0.807382,0.098039,0.732128,0.704441,0.212251,0.783099,0.636678,0.290569,0,106.271357,0,0.949136,0.091407,0.89835,91.687805
0.49351,4294967296,16777216,65536,0.726766,0.266148,0.465333,0.886241,0.174452,0.650725,0.858656,0.14158,0.716829,0.726766,0.266148,0.465333,0.226355,0.871458,0.137832,0.724435,0.875384,0.133506,0.733126,0.867436,0.13639,0.727331,0.508362,1763,2,256,3468,137.572376,2,58.889727,113.782807,2,121.483418,410.263087,33.461681,2,11.136685,49.106473,2,1,-1.826692,0,2,-0.195386,0,0.491638,1705,0.841481,0.214245,0.570201,1,2,785,3468,0,0,784,1,0.001274,0,0,0.998726,0.001274,-1.189704,0.101427,0.780893,3.77644,8.83661,6.967849,3.176996,36.701749,182.825852,68.907512,13.090694,101.192807,0.731312,0.263264,0.471279,0.788478,0.213091,0.573126,0.803604,0.207612,0.583735,0.599494,0.41955,0.154687,0.711588,0.311707,0.375622,0.787633,0.273645,0.450176,0,106.271357,0,0.946053,0.053633,0.892639,95.776278
0.626398,109567920,1956570,27951,0.745458,0.248137,0,0.863532,0.203639,0.342805,0.776419,0.200351,0.433552,0.745458,0.248137,0,0.010741,0.832982,0.160456,0.528383,0.840463,0.155195,0.546203,0.84084,0.150811,0.54942,0.751863,3430,2,363,4562,634.024331,2,67.542579,158.022175,2,14.9375,263.559548,34.155615,2,7.305116,14.345589,2,1,-1.997103,0,2,-1.930798,0,0.248137,1132,0.877973,0.176458,0.516938,1,2,49,4562,0,0,48,1,0.020408,0,0,0.979592,0.020408,2.673371,0.032004,2.043742,0.176029,9.614429,0.093819,3.407376,0.291327,26.309779,0.295594,5.319609,0.410614,0.5,0.248137,0,0.81044,0.199474,0.333689,0.822461,0.174704,0.476827,0.635691,0.231477,0.101522,0.759277,0.226436,0.281522,0.800054,0.202981,0.311821,0,54.215648,0,0.691685,0.225997,0.387615,77.013177
0.737083,7679562245308800,976298276800,104416928,0.604051,0.567758,0.150789,0.645615,0.57105,0.131693,0.701277,0.389813,0.407069,0.604051,0.567758,0.150789,0.00256,0.691731,0.476408,0.27154,0.697615,0.456657,0.298422,0.730751,0.428493,0.344803,0.389722,4262,3,10936,98.901321,5468.5,3,9.107451,3157.095606,2.25,2536.833333,23.605002,349.452143,2.25,3.068144,303.338346,2,6,-1.200744,0.030666,2,0,0.026749,0.262436,2870,0.610317,0.577634,0.112906,3,3,28,10936,0,0,24,4,0.107143,0,0,0.857143,0.142857,3.027056,1.641779,1.255298,0.910927,13.011773,161.647906,2.528483,81.35105,24.155461,215.523905,3.717785,179.449299,0.604051,0.567758,0.150789,0.623164,0.553676,0.174802,0.630987,0.544532,0.178122,0.557513,0.57992,0.078344,0.576721,0.582114,0.080575,0.618779,0.564649,0.133376,0.5,3746.176841,0.5,0.666425,0.433339,0.339533,59.517852
0.909722,310548084,2352637,17689,0.772354,0.062069,0.156432,0.772354,0.062069,0.156432,0.772354,0.062069,0.156432,0.776916,0.082759,0.357459,0.655172,0.687044,0.075862,0.312796,0.687044,0.075862,0.312796,0.687044,0.075862,0.312796,0.944828,137,2,133,69.943763,76249.588138,2,8.424911,200468.249436,2,63.989362,13.155357,1290.466303,2,2.727121,2999.287429,2,1,-0.817527,0,2,-1.10674,0,0.055172,8,0.734319,0.103448,0.297254,1,2,95,145,0,0,94,1,0.010526,0,0,0.989474,0.010526,2.437016,1,1.456223,0.944126,8.183019,7.396686,2.402597,7.961035,16.950202,59.62069,3.955851,62.407343,0.498175,0.055172,0,0.498175,0.055172,0,0.498175,0.055172,0,0.724453,0.075862,0.381543,0.724453,0.075862,0.381543,0.724453,0.075862,0.381543,0,49.646383,0,0.656478,0.055172,0.400207,97.560976
0.713073,738935252550000,369467626275,90356475,0.899418,0.065552,0.843466,0.86859,0.318816,0.395065,0.929343,0.084336,0.80958,0.899418,0.065552,0.843466,0.000386,0.908227,0.063686,0.848376,0.908227,0.063686,0.848376,0.908227,0.063686,0.848376,0.671406,10437,2,10599,53.59095,676568.201544,2,5.892621,585391.149502,2,5043,9.975481,221598.563036,2,1.471472,220055.544067,2,2,-1.925081,0.5679,2,-0.274165,0.495384,0.328594,5108,0.828391,0.314571,0.400462,1,2,6,15545,0,0,5,1,0.166667,0,0,0.833333,0.166667,-1.557876,217.291573,-0.178799,455.867937,-0.797446,2097.573561,0.675667,1151.817259,26.895301,552730.329238,3.519645,549107.083601,0.899418,0.065552,0.843466,0.899418,0.065552,0.843466,0.899418,0.065552,0.843466,0.83932,0.19762,0.470889,0.929628,0.06568,0.843175,0.934322,0.078417,0.813136,0,4432.130018,0,0.86073,0.123705,0.720661,88.187084
0.730978,89935170,1696890,26106,0.638102,0.384824,0.239286,0.638102,0.384824,0.239286,0.638102,0.384824,0.239286,0.603194,0.420054,0.183966,0.02439,0.616548,0.376694,0.233215,0.616548,0.376694,0.233215,0.616548,0.376694,0.233215,0.552846,204,2,229,90.963115,225.276423,2,8.469398,478.126717,2,71.5,38.730399,60.002371,2,4.402478,105.3519,2,9,-1.331386,0.707317,2,-0.376844,2.007215,0.447154,165,0.638821,0.430894,0.188203,1,2,9,369,0,0,8,1,0.111111,0,0,0.888889,0.111111,0.047197,3.721545,1.217945,5.866685,34.991085,12.555556,4.692823,21.528957,75.141637,139.697832,7.668245,209.851032,0.645811,0.371274,0.245128,0.645811,0.371274,0.245128,0.645811,0.371274,0.245128,0.564795,0.425474,0.130879,0.564795,0.425474,0.130879,0.564795,0.425474,0.130879,0,71.418285,0,0.60352,0.390244,0.213429,64.444444
0.780371,1297253128835,1378589935,1350235,0.833807,0.122085,0,0.820903,0.128944,0.341109,0.80954,0.133059,0.344394,0.833807,0.122085,0,0.026063,0.5,0.122085,0,0.5,0.122085,0,0.856013,0.100823,0.361292,0.877915,1280,2,1165,771.633289,19505.51954,2,25.483852,62600.255065,2,210.081081,105.087148,583.464033,2,6.450282,1837.829067,2,2,-1.510953,0.070645,2,-0.463931,0.119862,0.122085,178,0.819186,0.168724,0.30082,1,2,38,1458,0,0,37,1,0.026316,0,0,0.973684,0.026316,9.736067,1.468107,2.816132,2.021357,48.049942,6.997257,5.710991,9.487406,173.880634,19.708848,9.488262,26.373775,0.5,0.122085,0,0.865794,0.107682,0.326688,0.859601,0.104938,0.31265,0.742657,0.122085,0,0.777802,0.122085,0,0.843574,0.122085,0,0,333.114543,0,0.683515,0.14952,0.318954,86.482759
0.814341,2169506460540,2056404228,1751622,0.706029,0.102367,0,0.726401,0.202175,0.249133,0.637017,0.141395,0.228479,0.706029,0.102367,0,0.024312,0.499822,0.102367,0,0.499822,0.102367,0,0.499822,0.102367,0,0.897633,1403,2,1329,1039.338007,34072.822694,2,30.488994,358165.935727,2,240.486486,238.954046,1008.145867,2,10.324326,10334.503124,2,8,-1.482237,0.124555,2,-0.589505,0.129438,0.102367,160,0.661273,0.482406,0.067912,1,2,38,1563,0,0,37,1,0.026316,0,0,0.973684,0.026316,9.984215,1.441859,2.63242,2.058383,144.273195,7.637876,9.777472,15.928281,407.273821,22.676583,16.299724,43.858401,0.499822,0.102367,0,0.644855,0.103007,0.008534,0.644855,0.103007,0.008534,0.713919,0.102367,0,0.753873,0.102367,0,0.765166,0.102367,0.009843,0,376.405339,0,0.641111,0.122841,0.257578,87.424893
0.999816,803615009329704,201356805144,47178258,0.662084,0.193477,0,0.654463,0.196233,0.213366,0.612989,0.250253,0.183697,0.662084,0.193477,0,0.002021,0.499972,0.193477,0,0.499972,0.193477,0,0.499972,0.193477,0,0.806523,8779,2,6978,2765.987968,36836.365343,2,46.212151,434367.801255,2,1353.857143,586.61947,1902.782369,2,15.836471,21963.753014,2,30,3.360052,0.135335,2,1.920659,0.160538,0.193477,2106,0.654348,0.196601,0.197397,1,2,22,10885,5,25,21,1,0.045455,0.000459,0.000104,0.954545,0.045455,187.288046,3.701323,9.996526,9.062748,392.204928,14.177237,13.648073,22.597617,557.821863,57.249789,16.647451,125.932841,0.499972,0.193477,0,0.499972,0.193477,0,0.676739,0.191915,0.025378,0.624253,0.193477,0,0.660825,0.191548,0.06521,0.678835,0.190721,0.048587,0,2224.173876,0,0.619653,0.24474,0.200208,76.90374
0.5625,576909845,3820595,24649,0.51879,0.329193,0.039617,0.51879,0.329193,0.039617,0.51879,0.329193,0.039617,0.582745,0.329193,0.051784,0.248447,0.576394,0.31677,0.180948,0.576394,0.31677,0.180948,0.576394,0.31677,0.180948,0.677019,109,2,157,21.019994,54688.740807,2,4.398283,145427.384796,2,59.153846,9.175646,1526.550655,2,2.493481,4006.826216,2,6,-1.145262,0.108012,2,-1.345072,0.111222,0.322981,52,0.691221,0.267081,0.309426,1,2,40,161,0,0,39,1,0.025,0,0,0.975,0.025,4.78391,1.661118,1.921905,1.037009,10.35809,10.714286,3.003491,15.136265,13.256151,34.918075,3.390165,40.952368,0.504234,0.304348,0.076554,0.504234,0.304348,0.076554,0.504234,0.304348,0.076554,0.567131,0.347826,0.14443,0.567131,0.347826,0.14443,0.567131,0.347826,0.14443,0,44.951166,0,0.635145,0.285714,0.281668,69.777778
0.988636,192,64,16,0.496377,0.224719,0,0.496377,0.224719,0,0.496377,0.224719,0,0.428986,0.224719,0,0.101124,0.446014,0.258427,-0.010864,0.446014,0.258427,-0.010864,0.446014,0.258427,-0.010864,0.775281,69,3,4,41.907253,1.617978,3,6.554829,0.982872,2.5,3,8.658771,0.714286,2.5,2.617938,0.535443,2,2,0.143758,0.022472,2,1.051758,0.149052,0.224719,20,0.374275,0.539326,-0.239698,1,2,9,89,0,0,7,2,0.111111,0,0,0.777778,0.222222,2.205864,0.123596,1.75611,0.330984,3.491703,0.41573,2.038821,0.580145,5.731953,1.426966,2.584626,0.705299,0.496377,0.224719,0,0.496377,0.224719,0,0.496377,0.224719,0,0.513406,0.269663,0.13382,0.513406,0.269663,0.13382,0.513406,0.269663,0.13382,0.707107,1,0.707107,0.35942,0.269663,0.059031,77.5
0.985631,1179544101120,1340391024,1306424,0.793319,0.007184,0,0.87211,0.02884,0.106493,0.634878,0.007606,0.364738,0.834272,0.007184,0,0.00412,0.5,0.007184,0,0.5,0.007184,0,0.5,0.007184,0,0.992816,9398,2,1148,4585.198186,12649.498647,2,67.260349,456367.935269,2,193.368421,826.526277,360.558096,2,17.770067,12709.178608,2,2,-1.957063,0.01236,2,-1.975757,0.110492,0.007184,68,0.89624,0.066026,0.111879,1,2,39,9466,0,0,38,1,0.025641,0,0,0.974359,0.025641,42.250724,0.834592,5.335997,1.130872,216.18056,1.791306,10.249507,6.337705,1203.139767,7.256002,26.890297,18.207698,0.5,0.007184,0,0.5,0.007184,0,0.725673,0.006761,0.198272,0.843303,0.007184,0,0.800224,0.007184,0,0.897937,0.006761,0.217593,0,323.105239,0,0.905206,0.007395,0.422557,99.393726
0.875,47771640,672840,8010,0.487103,0.090909,-0.027799,0.487103,0.090909,-0.027799,0.487103,0.090909,-0.027799,0.59623,0.090909,-0.027799,0.247934,0.458829,0.090909,-0.027799,0.458829,0.090909,-0.027799,0.458829,0.090909,-0.027799,0.92562,112,2,90,47.405331,2861.796364,2,6.48599,5926.753898,2,32.758621,8.069056,119.614018,2,2.248147,232.280908,2,3,-1.131169,0.068347,2,0.003959,0.08043,0.07438,9,0.684212,0.247934,0.109421,1,2,30,121,0,0,29,1,0.033333,0,0,0.966667,0.033333,2.987475,0.506198,1.627898,0.811032,4.932996,4.760331,1.951962,6.114225,9.625118,20.586777,2.607276,17.431598,0.513889,0.090909,-0.027799,0.513889,0.090909,-0.027799,0.513889,0.090909,-0.027799,0.477679,0.115702,-0.05611,0.477679,0.115702,-0.05611,0.477679,0.115702,-0.05611,0,24.815973,0,0.755952,0.099174,0.279762,93.333333
0.870968,14303524,234484,3844,0.584091,0.126984,0.157191,0.584091,0.126984,0.157191,0.584091,0.126984,0.157191,0.569318,0.111111,0.403248,0.47619,0.584091,0.126984,0.157191,0.584091,0.126984,0.157191,0.584091,0.126984,0.157191,0.873016,55,2,62,32.825219,34858.168076,2,5.160645,71004.508648,2,39.655172,8.78984,1335.099676,2,2.520199,2669.015554,2,3,-0.595824,0.12744,2,-0.143987,0.117447,0.126984,8,0.614466,0.15873,0.353183,1,2,30,63,0,0,29,1,0.033333,0,0,0.966667,0.033333,4.855045,2.000202,2.050562,4.155969,6.354449,16.603175,2.401308,25.240482,10.856831,70.920635,3.010658,92.369053,0.477273,0.15873,-0.053512,0.477273,0.15873,-0.053512,0.477273,0.15873,-0.053512,0.463636,0.190476,-0.092486,0.463636,0.190476,-0.092486,0.463636,0.190476,-0.092486,0,18.225327,0,0.629545,0.190476,0.140909,90
0.698113,114618436,1134836,11236,0.689943,0.17757,0.379994,0.689943,0.17757,0.379994,0.689943,0.17757,0.379994,0.689943,0.17757,0.379994,0.280374,0.697989,0.168224,0.400374,0.697989,0.168224,0.400374,0.697989,0.168224,0.400374,0.813084,87,2,106,46.377293,15184.851718,2,6.78096,39411.802649,2,55,18.377074,594.805401,2,3.357419,1490.807532,2,4,-0.136323,0.101639,2,-0.449572,0.047394,0.186916,20,0.786352,0.149533,0.466999,1,2,30,107,0,0,29,1,0.033333,0,0,0.966667,0.033333,4.174084,0.705406,1.756348,1.534301,17.250024,11.242991,3.636093,15.624326,26.348327,50.130841,4.38906,62.556946,0.497126,0.186916,0,0.497126,0.186916,0,0.497126,0.186916,0,0.552299,0.28972,0.098886,0.552299,0.28972,0.098886,0.552299,0.28972,0.098886,0,34.262641,0,0.600862,0.214953,0.182664,79.333333
0.685714,1679616,46656,1296,0.767857,0.222222,0.454545,0.767857,0.222222,0.454545,0.767857,0.222222,0.454545,0.723214,0.222222,0.409836,0.833333,0.767857,0.222222,0.409836,0.767857,0.222222,0.409836,0.767857,0.222222,0.409836,0.777778,28,2,36,17.401437,30280.890086,2,3.811311,56745.789397,2,25.517241,6.6946,1162.289706,2,2.196152,2137.525835,2,3,-0.438237,0.13646,2,0.222177,0.098754,0.222222,8,0.828869,0.166667,0.557377,1,2,30,36,0,0,29,1,0.033333,0,0,0.966667,0.033333,3.886448,1.233695,1.770565,1.97896,6.242724,16.305556,2.16605,18.206924,9.036565,62.375,2.590939,72.94754,0.607143,0.25,0.164948,0.607143,0.25,0.164948,0.607143,0.25,0.164948,0.6875,0.277778,0.318182,0.6875,0.277778,0.318182,0.6875,0.277778,0.318182,0,10.023617,0,0.705357,0.25,0.362205,80
0.994242,10286247510,34633830,108570,0.7286,0.183908,0.339537,0.7286,0.183908,0.339537,0.7286,0.183908,0.339537,0.73074,0.197318,0.400829,0.042146,0.727902,0.183908,0.334131,0.727902,0.183908,0.334131,0.727902,0.183908,0.334131,0.795019,415,2,330,321.255912,18542.991628,2,16.788705,113271.216451,2,126.714286,130.10843,977.893699,2,8.953093,5875.729588,2,8,1.991855,0.188966,2,1.04648,0.275609,0.204981,107,0.814412,0.170498,0.409277,1,2,22,522,0,0,21,1,0.045455,0,0,0.954545,0.045455,43.980587,3.048659,5.476206,6.512592,139.550397,9.735287,10.083296,21.942779,199.2132,47.317433,12.276349,116.694681,0.77775,0.159004,0.407321,0.77775,0.159004,0.407321,0.77775,0.159004,0.407321,0.63691,0.193487,0.382805,0.63691,0.193487,0.382805,0.63691,0.193487,0.382805,0,114.304481,0,0.66202,0.195402,0.387733,79.74026
0.82,39918384,604824,7656,0.557752,0.148515,0.085697,0.557752,0.148515,0.085697,0.557752,0.148515,0.085697,0.549225,0.158416,0.135829,0.29703,0.53062,0.227723,0.018589,0.53062,0.227723,0.018589,0.53062,0.227723,0.018589,0.851485,86,2,88,48.736503,2561.308515,2,7.040414,4013.737365,2,32.931034,12.508976,119.255073,2,2.780349,235.726185,2,4,-0.352461,0.19703,2,0.261537,0.079013,0.148515,15,0.699371,0.148515,0.272684,1,2,30,101,0,0,29,1,0.033333,0,0,0.966667,0.033333,1.909355,1.014851,1.454357,2.622791,4.385257,7.701386,1.953179,6.402629,7.057659,23.667475,2.612333,46.115018,0.483333,0.148515,0,0.483333,0.148515,0,0.483333,0.148515,0,0.56938,0.217822,0.13876,0.56938,0.217822,0.13876,0.56938,0.217822,0.13876,0,23.426071,0,0.660853,0.19802,0.257899,81.481481
0.829322,7060740192,25582392,87912,0.615438,0.098253,0.146866,0.615438,0.098253,0.146866,0.615438,0.098253,0.146866,0.744438,0.093886,0,0.087336,0.639703,0.093886,0.311928,0.639703,0.093886,0.311928,0.639703,0.093886,0.311928,0.906114,415,2,297,135.623896,13728.242926,2,10.031467,44394.866225,2,77.692308,18.932704,395.494641,2,3.101138,1244.992329,2,4,-1.499242,0.096463,2,-2.018062,0.130507,0.093886,43,0.82151,0.146288,0.282333,1,2,40,458,0,0,39,1,0.025,0,0,0.975,0.025,6.526331,0.931157,2.444126,0.855037,11.387958,3.447598,3.056279,5.796771,20.599387,17.144105,3.784705,26.472066,0.677333,0.091703,0.191289,0.677333,0.091703,0.191289,0.677333,0.091703,0.191289,0.551471,0.131004,0.119964,0.551471,0.131004,0.119964,0.551471,0.131004,0.119964,0,86.522025,0,0.730653,0.111354,0.277781,88.656716
0.659722,310548084,2352637,17689,0.658627,0.351724,0.297387,0.658627,0.351724,0.297387,0.658627,0.351724,0.297387,0.726471,0.303448,0.430357,0.655172,0.657255,0.372414,0.224752,0.657255,0.372414,0.224752,0.657255,0.372414,0.224752,0.586207,85,2,133,69.943763,76249.588138,2,8.424911,200468.249436,2,63.989362,13.155357,1290.466303,2,2.727121,2999.287429,2,1,-0.817527,0,2,-1.10674,0,0.413793,60,0.797546,0.268966,0.412468,1,2,95,145,0,0,94,1,0.010526,0,0,0.989474,0.010526,2.437016,1,1.456223,0.944126,8.183019,7.396686,2.402597,7.961035,16.950202,59.62069,3.955851,62.407343,0.693922,0.337931,0.337529,0.693922,0.337931,0.337529,0.693922,0.337931,0.337529,0.701961,0.303448,0.392381,0.701961,0.303448,0.392381,0.701961,0.303448,0.392381,0,49.646383,0,0.633529,0.372414,0.239806,67.317073
0.999051,592450886799,812689831,910067,0.716349,0.154576,0,0.791075,0.176861,0.28287,0.724325,0.16311,0.327004,0.712375,0.154576,0,0.010431,0.49986,0.154576,0,0.49986,0.154576,0,0.49986,0.154576,0,0.845424,1783,2,961,103.079045,5242.38624,2,8.789034,17444.981211,2,258.095238,31.853392,285.096917,2,4.203178,915.455014,2,12,1.241395,0.086738,2,1.140766,0.175507,0.154576,326,0.78955,0.17449,0.30084,1,2,22,2109,0,0,21,1,0.045455,0,0,0.954545,0.045455,12.284906,1.717022,2.869812,3.230565,22.422777,7.631674,3.737101,7.863646,36.530331,26.141894,4.706421,41.925227,0.49986,0.154576,0,0.49986,0.154576,0,0.49986,0.154576,0,0.714682,0.154576,0,0.767188,0.147937,0.229167,0.780094,0.147937,0.210296,0,335.537465,0,0.747045,0.151257,0.350455,84.419714
0.998195,490620125520,648968420,788540,0.719496,0.069432,0,0.669635,0.090171,0.257588,0.69259,0.091975,0.313012,0.727411,0.069432,0,0.019838,0.496753,0.069432,0,0.496753,0.069432,0,0.496753,0.069432,0,0.930568,1032,2,890,410.488387,28822.882381,2,18.550221,170643.603328,2,264.714286,116.045281,1500.994968,2,8.008506,8678.609589,2,24,13.730107,0.129414,2,2.172211,0.146952,0.069432,77,0.686937,0.110009,0.214744,1,2,22,1109,0,0,21,1,0.045455,0,0,0.954545,0.045455,56.288454,4.008747,5.650796,7.292111,90.716512,15.396267,7.428331,16.540676,113.156879,58.697656,8.416651,99.005963,0.496753,0.069432,0,0.496753,0.069432,0,0.496753,0.069432,0,0.685568,0.06853,0.103247,0.74053,0.06853,0.103247,0.747578,0.070334,0.247796,0,315.660441,0,0.70223,0.073039,0.409963,91.515152
0.991768,547048268360,861493336,994796,0.771657,0.004115,0,0.833496,0.025049,0.072469,0.766486,0.006978,-0.003388,0.771657,0.004115,0,0.00662,0.48913,0.004115,0,0.48913,0.004115,0,0.48913,0.004115,0,0.995885,5566,2,1012,2756.115386,2498.297044,2,45.84282,27917.169228,2,164.555556,682.048249,80.895549,2,17.150832,840.552512,2,2,-1.022958,0.02827,2,-2.769089,0.152312,0.004115,23,0.824083,0.037037,0.073151,1,2,37,5589,0,0,36,1,0.027027,0,0,0.972973,0.027027,25.918155,0.98184,3.455075,1.624515,433.260222,2.054124,17.53945,5.424877,1148.828062,7.415772,27.187215,17.949804,0.48913,0.004115,0,0.48913,0.004115,0,0.48913,0.004115,0,0.800973,0.004115,0,0.814678,0.004115,0,0.705416,0.004115,0,0,272.618776,0,0.83409,0.007336,0.042848,99.402271
0.855721,15401221704,46389222,131043,0.632544,0.094293,0.162712,0.632544,0.094293,0.162712,0.632544,0.094293,0.162712,0.650494,0.076923,0,0.094293,0.527055,0.081886,0.259067,0.527055,0.081886,0.259067,0.527055,0.081886,0.259067,0.923077,372,2,363,57.154928,7985.329454,2,7.297129,18556.572604,2,89.081081,11.651333,251.887842,2,2.519299,556.765624,2,2,-1.527085,0.052109,2,-1.271895,0.092675,0.076923,31,0.705415,0.156328,0.260163,1,2,38,403,0,0,37,1,0.026316,0,0,0.973684,0.026316,3.890388,1.184491,1.714491,1.577037,6.09099,4.940447,2.213683,6.443344,16.677866,20.629032,3.237338,19.269944,0.491935,0.076923,0,0.491935,0.076923,0,0.491935,0.076923,0,0.555671,0.133995,0.083551,0.555671,0.133995,0.083551,0.555671,0.133995,0.083551,0,106.879054,0,0.632848,0.101737,0.226415,87.118644
